scenario,crim_pos,crim_strat,crim_bounded_rat,crim_bound_rat_time,crim_loose_goal,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
1193,centre,furthest,False,3,False,10,furthest,metro_platform,side,10,5
1194,centre,furthest,False,3,False,10,furthest,station_exit,main,3,5
1195,centre,furthest,False,3,False,10,furthest,station_exit,main,5,5
1196,centre,furthest,False,3,False,10,furthest,station_exit,main,10,5
1197,centre,furthest,False,3,False,10,furthest,station_exit,side,3,5
1198,centre,furthest,False,3,False,10,furthest,station_exit,side,5,5
1199,centre,furthest,False,3,False,10,furthest,station_exit,side,10,5
1200,centre,furthest,False,3,False,10,largest,metro_platform,main,3,5
1201,centre,furthest,False,3,False,10,largest,metro_platform,main,5,5
1202,centre,furthest,False,3,False,10,largest,metro_platform,main,10,5
1203,centre,furthest,False,3,False,10,largest,metro_platform,side,3,5
1204,centre,furthest,False,3,False,10,largest,metro_platform,side,5,5
1205,centre,furthest,False,3,False,10,largest,metro_platform,side,10,5
1206,centre,furthest,False,3,False,10,largest,station_exit,main,3,5
1207,centre,furthest,False,3,False,10,largest,station_exit,main,5,5
1208,centre,furthest,False,3,False,10,largest,station_exit,main,10,5
1209,centre,furthest,False,3,False,10,largest,station_exit,side,3,5
1210,centre,furthest,False,3,False,10,largest,station_exit,side,5,5
1211,centre,furthest,False,3,False,10,largest,station_exit,side,10,5
1212,centre,furthest,False,3,False,10,surround,metro_platform,main,3,5
1213,centre,furthest,False,3,False,10,surround,metro_platform,main,5,5
1214,centre,furthest,False,3,False,10,surround,metro_platform,main,10,5
1215,centre,furthest,False,3,False,10,surround,metro_platform,side,3,5
1216,centre,furthest,False,3,False,10,surround,metro_platform,side,5,5
1217,centre,furthest,False,3,False,10,surround,metro_platform,side,10,5
1218,centre,furthest,False,3,False,10,surround,station_exit,main,3,5
1219,centre,furthest,False,3,False,10,surround,station_exit,main,5,5
1220,centre,furthest,False,3,False,10,surround,station_exit,main,10,5
1221,centre,furthest,False,3,False,10,surround,station_exit,side,3,5
1222,centre,furthest,False,3,False,10,surround,station_exit,side,5,5
1223,centre,furthest,False,3,False,10,surround,station_exit,side,10,5
1224,centre,furthest,False,5,True,10,furthest,metro_platform,main,3,5
1225,centre,furthest,False,5,True,10,furthest,metro_platform,main,5,5
1226,centre,furthest,False,5,True,10,furthest,metro_platform,main,10,5
1227,centre,furthest,False,5,True,10,furthest,metro_platform,side,3,5
1228,centre,furthest,False,5,True,10,furthest,metro_platform,side,5,5
1229,centre,furthest,False,5,True,10,furthest,metro_platform,side,10,5
1230,centre,furthest,False,5,True,10,furthest,station_exit,main,3,5
1231,centre,furthest,False,5,True,10,furthest,station_exit,main,5,5
1232,centre,furthest,False,5,True,10,furthest,station_exit,main,10,5
1233,centre,furthest,False,5,True,10,furthest,station_exit,side,3,5
1234,centre,furthest,False,5,True,10,furthest,station_exit,side,5,5
1235,centre,furthest,False,5,True,10,furthest,station_exit,side,10,5
1236,centre,furthest,False,5,True,10,largest,metro_platform,main,3,5
1237,centre,furthest,False,5,True,10,largest,metro_platform,main,5,5
1238,centre,furthest,False,5,True,10,largest,metro_platform,main,10,5
1239,centre,furthest,False,5,True,10,largest,metro_platform,side,3,5
1240,centre,furthest,False,5,True,10,largest,metro_platform,side,5,5
1241,centre,furthest,False,5,True,10,largest,metro_platform,side,10,5
1242,centre,furthest,False,5,True,10,largest,station_exit,main,3,5
1243,centre,furthest,False,5,True,10,largest,station_exit,main,5,5
1244,centre,furthest,False,5,True,10,largest,station_exit,main,10,5
1245,centre,furthest,False,5,True,10,largest,station_exit,side,3,5
1246,centre,furthest,False,5,True,10,largest,station_exit,side,5,5
1247,centre,furthest,False,5,True,10,largest,station_exit,side,10,5
1248,centre,furthest,False,5,True,10,surround,metro_platform,main,3,5
1249,centre,furthest,False,5,True,10,surround,metro_platform,main,5,5
1250,centre,furthest,False,5,True,10,surround,metro_platform,main,10,5
1251,centre,furthest,False,5,True,10,surround,metro_platform,side,3,5
1252,centre,furthest,False,5,True,10,surround,metro_platform,side,5,5
1253,centre,furthest,False,5,True,10,surround,metro_platform,side,10,5
1254,centre,furthest,False,5,True,10,surround,station_exit,main,3,5
1255,centre,furthest,False,5,True,10,surround,station_exit,main,5,5
1256,centre,furthest,False,5,True,10,surround,station_exit,main,10,5
1257,centre,furthest,False,5,True,10,surround,station_exit,side,3,5
1258,centre,furthest,False,5,True,10,surround,station_exit,side,5,5
1259,centre,furthest,False,5,True,10,surround,station_exit,side,10,5
1260,centre,furthest,False,5,False,10,furthest,metro_platform,main,3,5
1261,centre,furthest,False,5,False,10,furthest,metro_platform,main,5,5
1262,centre,furthest,False,5,False,10,furthest,metro_platform,main,10,5
1263,centre,furthest,False,5,False,10,furthest,metro_platform,side,3,5
1264,centre,furthest,False,5,False,10,furthest,metro_platform,side,5,5
1265,centre,furthest,False,5,False,10,furthest,metro_platform,side,10,5
1266,centre,furthest,False,5,False,10,furthest,station_exit,main,3,5
1267,centre,furthest,False,5,False,10,furthest,station_exit,main,5,5
1268,centre,furthest,False,5,False,10,furthest,station_exit,main,10,5
1269,centre,furthest,False,5,False,10,furthest,station_exit,side,3,5
1270,centre,furthest,False,5,False,10,furthest,station_exit,side,5,5
1271,centre,furthest,False,5,False,10,furthest,station_exit,side,10,5
1272,centre,furthest,False,5,False,10,largest,metro_platform,main,3,5
1273,centre,furthest,False,5,False,10,largest,metro_platform,main,5,5
1274,centre,furthest,False,5,False,10,largest,metro_platform,main,10,5
1275,centre,furthest,False,5,False,10,largest,metro_platform,side,3,5
1276,centre,furthest,False,5,False,10,largest,metro_platform,side,5,5
1277,centre,furthest,False,5,False,10,largest,metro_platform,side,10,5
1278,centre,furthest,False,5,False,10,largest,station_exit,main,3,5
1279,centre,furthest,False,5,False,10,largest,station_exit,main,5,5
1280,centre,furthest,False,5,False,10,largest,station_exit,main,10,5
1281,centre,furthest,False,5,False,10,largest,station_exit,side,3,5
1282,centre,furthest,False,5,False,10,largest,station_exit,side,5,5
1283,centre,furthest,False,5,False,10,largest,station_exit,side,10,5
1284,centre,furthest,False,5,False,10,surround,metro_platform,main,3,5
1285,centre,furthest,False,5,False,10,surround,metro_platform,main,5,5
1286,centre,furthest,False,5,False,10,surround,metro_platform,main,10,5
1287,centre,furthest,False,5,False,10,surround,metro_platform,side,3,5
1288,centre,furthest,False,5,False,10,surround,metro_platform,side,5,5
1289,centre,furthest,False,5,False,10,surround,metro_platform,side,10,5
1290,centre,furthest,False,5,False,10,surround,station_exit,main,3,5
1291,centre,furthest,False,5,False,10,surround,station_exit,main,5,5
1292,centre,furthest,False,5,False,10,surround,station_exit,main,10,5
1293,centre,furthest,False,5,False,10,surround,station_exit,side,3,5
1294,centre,furthest,False,5,False,10,surround,station_exit,side,5,5
1295,centre,furthest,False,5,False,10,surround,station_exit,side,10,5
1296,end,random,True,1,True,10,furthest,metro_platform,main,3,5
1297,end,random,True,1,True,10,furthest,metro_platform,main,5,5
1298,end,random,True,1,True,10,furthest,metro_platform,main,10,5
1299,end,random,True,1,True,10,furthest,metro_platform,side,3,5
1300,end,random,True,1,True,10,furthest,metro_platform,side,5,5
1301,end,random,True,1,True,10,furthest,metro_platform,side,10,5
1302,end,random,True,1,True,10,furthest,station_exit,main,3,5
1303,end,random,True,1,True,10,furthest,station_exit,main,5,5
1304,end,random,True,1,True,10,furthest,station_exit,main,10,5
1305,end,random,True,1,True,10,furthest,station_exit,side,3,5
1306,end,random,True,1,True,10,furthest,station_exit,side,5,5
1307,end,random,True,1,True,10,furthest,station_exit,side,10,5
1308,end,random,True,1,True,10,largest,metro_platform,main,3,5
1309,end,random,True,1,True,10,largest,metro_platform,main,5,5
1310,end,random,True,1,True,10,largest,metro_platform,main,10,5
1311,end,random,True,1,True,10,largest,metro_platform,side,3,5
1312,end,random,True,1,True,10,largest,metro_platform,side,5,5
1313,end,random,True,1,True,10,largest,metro_platform,side,10,5
1314,end,random,True,1,True,10,largest,station_exit,main,3,5
1315,end,random,True,1,True,10,largest,station_exit,main,5,5
1316,end,random,True,1,True,10,largest,station_exit,main,10,5
1317,end,random,True,1,True,10,largest,station_exit,side,3,5
1318,end,random,True,1,True,10,largest,station_exit,side,5,5
1319,end,random,True,1,True,10,largest,station_exit,side,10,5
1320,end,random,True,1,True,10,surround,metro_platform,main,3,5
1321,end,random,True,1,True,10,surround,metro_platform,main,5,5
1322,end,random,True,1,True,10,surround,metro_platform,main,10,5
1323,end,random,True,1,True,10,surround,metro_platform,side,3,5
1324,end,random,True,1,True,10,surround,metro_platform,side,5,5
1325,end,random,True,1,True,10,surround,metro_platform,side,10,5
1326,end,random,True,1,True,10,surround,station_exit,main,3,5
1327,end,random,True,1,True,10,surround,station_exit,main,5,5
1328,end,random,True,1,True,10,surround,station_exit,main,10,5
1329,end,random,True,1,True,10,surround,station_exit,side,3,5
1330,end,random,True,1,True,10,surround,station_exit,side,5,5
1331,end,random,True,1,True,10,surround,station_exit,side,10,5
1332,end,random,True,1,False,10,furthest,metro_platform,main,3,5
1333,end,random,True,1,False,10,furthest,metro_platform,main,5,5
1334,end,random,True,1,False,10,furthest,metro_platform,main,10,5
1335,end,random,True,1,False,10,furthest,metro_platform,side,3,5
1336,end,random,True,1,False,10,furthest,metro_platform,side,5,5
1337,end,random,True,1,False,10,furthest,metro_platform,side,10,5
1338,end,random,True,1,False,10,furthest,station_exit,main,3,5
1339,end,random,True,1,False,10,furthest,station_exit,main,5,5
1340,end,random,True,1,False,10,furthest,station_exit,main,10,5
1341,end,random,True,1,False,10,furthest,station_exit,side,3,5
1342,end,random,True,1,False,10,furthest,station_exit,side,5,5
1343,end,random,True,1,False,10,furthest,station_exit,side,10,5
1344,end,random,True,1,False,10,largest,metro_platform,main,3,5
1345,end,random,True,1,False,10,largest,metro_platform,main,5,5
1346,end,random,True,1,False,10,largest,metro_platform,main,10,5
1347,end,random,True,1,False,10,largest,metro_platform,side,3,5
1348,end,random,True,1,False,10,largest,metro_platform,side,5,5
1349,end,random,True,1,False,10,largest,metro_platform,side,10,5
1350,end,random,True,1,False,10,largest,station_exit,main,3,5
1351,end,random,True,1,False,10,largest,station_exit,main,5,5
1352,end,random,True,1,False,10,largest,station_exit,main,10,5
1353,end,random,True,1,False,10,largest,station_exit,side,3,5
1354,end,random,True,1,False,10,largest,station_exit,side,5,5
1355,end,random,True,1,False,10,largest,station_exit,side,10,5
1356,end,random,True,1,False,10,surround,metro_platform,main,3,5
1357,end,random,True,1,False,10,surround,metro_platform,main,5,5
1358,end,random,True,1,False,10,surround,metro_platform,main,10,5
1359,end,random,True,1,False,10,surround,metro_platform,side,3,5
1360,end,random,True,1,False,10,surround,metro_platform,side,5,5
1361,end,random,True,1,False,10,surround,metro_platform,side,10,5
1362,end,random,True,1,False,10,surround,station_exit,main,3,5
1363,end,random,True,1,False,10,surround,station_exit,main,5,5
1364,end,random,True,1,False,10,surround,station_exit,main,10,5
1365,end,random,True,1,False,10,surround,station_exit,side,3,5
1366,end,random,True,1,False,10,surround,station_exit,side,5,5
1367,end,random,True,1,False,10,surround,station_exit,side,10,5
1368,end,random,True,3,True,10,furthest,metro_platform,main,3,5
1369,end,random,True,3,True,10,furthest,metro_platform,main,5,5
1370,end,random,True,3,True,10,furthest,metro_platform,main,10,5
1371,end,random,True,3,True,10,furthest,metro_platform,side,3,5
1372,end,random,True,3,True,10,furthest,metro_platform,side,5,5
1373,end,random,True,3,True,10,furthest,metro_platform,side,10,5
1374,end,random,True,3,True,10,furthest,station_exit,main,3,5
1375,end,random,True,3,True,10,furthest,station_exit,main,5,5
1376,end,random,True,3,True,10,furthest,station_exit,main,10,5
1377,end,random,True,3,True,10,furthest,station_exit,side,3,5
1378,end,random,True,3,True,10,furthest,station_exit,side,5,5
1379,end,random,True,3,True,10,furthest,station_exit,side,10,5
1380,end,random,True,3,True,10,largest,metro_platform,main,3,5
1381,end,random,True,3,True,10,largest,metro_platform,main,5,5
1382,end,random,True,3,True,10,largest,metro_platform,main,10,5
1383,end,random,True,3,True,10,largest,metro_platform,side,3,5
1384,end,random,True,3,True,10,largest,metro_platform,side,5,5
1385,end,random,True,3,True,10,largest,metro_platform,side,10,5
1386,end,random,True,3,True,10,largest,station_exit,main,3,5
1387,end,random,True,3,True,10,largest,station_exit,main,5,5
1388,end,random,True,3,True,10,largest,station_exit,main,10,5
1389,end,random,True,3,True,10,largest,station_exit,side,3,5
1390,end,random,True,3,True,10,largest,station_exit,side,5,5
1391,end,random,True,3,True,10,largest,station_exit,side,10,5
1392,end,random,True,3,True,10,surround,metro_platform,main,3,5
1393,end,random,True,3,True,10,surround,metro_platform,main,5,5
1394,end,random,True,3,True,10,surround,metro_platform,main,10,5
1395,end,random,True,3,True,10,surround,metro_platform,side,3,5
1396,end,random,True,3,True,10,surround,metro_platform,side,5,5
1397,end,random,True,3,True,10,surround,metro_platform,side,10,5
1398,end,random,True,3,True,10,surround,station_exit,main,3,5
1399,end,random,True,3,True,10,surround,station_exit,main,5,5
1400,end,random,True,3,True,10,surround,station_exit,main,10,5
1401,end,random,True,3,True,10,surround,station_exit,side,3,5
1402,end,random,True,3,True,10,surround,station_exit,side,5,5
1403,end,random,True,3,True,10,surround,station_exit,side,10,5
1404,end,random,True,3,False,10,furthest,metro_platform,main,3,5
1405,end,random,True,3,False,10,furthest,metro_platform,main,5,5
1406,end,random,True,3,False,10,furthest,metro_platform,main,10,5
1407,end,random,True,3,False,10,furthest,metro_platform,side,3,5
1408,end,random,True,3,False,10,furthest,metro_platform,side,5,5
1409,end,random,True,3,False,10,furthest,metro_platform,side,10,5
1410,end,random,True,3,False,10,furthest,station_exit,main,3,5
1411,end,random,True,3,False,10,furthest,station_exit,main,5,5
1412,end,random,True,3,False,10,furthest,station_exit,main,10,5
1413,end,random,True,3,False,10,furthest,station_exit,side,3,5
1414,end,random,True,3,False,10,furthest,station_exit,side,5,5
1415,end,random,True,3,False,10,furthest,station_exit,side,10,5
1416,end,random,True,3,False,10,largest,metro_platform,main,3,5
1417,end,random,True,3,False,10,largest,metro_platform,main,5,5
