scenario,crim_pos,crim_strat,crim_bounded_rat,crim_bound_rat_time,crim_loose_goal,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
762,centre,to_train,False,3,False,10,furthest,station_exit,main,3,5
763,centre,to_train,False,3,False,10,furthest,station_exit,main,5,5
764,centre,to_train,False,3,False,10,furthest,station_exit,main,10,5
765,centre,to_train,False,3,False,10,furthest,station_exit,side,3,5
766,centre,to_train,False,3,False,10,furthest,station_exit,side,5,5
767,centre,to_train,False,3,False,10,furthest,station_exit,side,10,5
768,centre,to_train,False,3,False,10,largest,metro_platform,main,3,5
769,centre,to_train,False,3,False,10,largest,metro_platform,main,5,5
770,centre,to_train,False,3,False,10,largest,metro_platform,main,10,5
771,centre,to_train,False,3,False,10,largest,metro_platform,side,3,5
772,centre,to_train,False,3,False,10,largest,metro_platform,side,5,5
773,centre,to_train,False,3,False,10,largest,metro_platform,side,10,5
774,centre,to_train,False,3,False,10,largest,station_exit,main,3,5
775,centre,to_train,False,3,False,10,largest,station_exit,main,5,5
776,centre,to_train,False,3,False,10,largest,station_exit,main,10,5
777,centre,to_train,False,3,False,10,largest,station_exit,side,3,5
778,centre,to_train,False,3,False,10,largest,station_exit,side,5,5
779,centre,to_train,False,3,False,10,largest,station_exit,side,10,5
780,centre,to_train,False,3,False,10,surround,metro_platform,main,3,5
781,centre,to_train,False,3,False,10,surround,metro_platform,main,5,5
782,centre,to_train,False,3,False,10,surround,metro_platform,main,10,5
783,centre,to_train,False,3,False,10,surround,metro_platform,side,3,5
784,centre,to_train,False,3,False,10,surround,metro_platform,side,5,5
785,centre,to_train,False,3,False,10,surround,metro_platform,side,10,5
786,centre,to_train,False,3,False,10,surround,station_exit,main,3,5
787,centre,to_train,False,3,False,10,surround,station_exit,main,5,5
788,centre,to_train,False,3,False,10,surround,station_exit,main,10,5
789,centre,to_train,False,3,False,10,surround,station_exit,side,3,5
790,centre,to_train,False,3,False,10,surround,station_exit,side,5,5
791,centre,to_train,False,3,False,10,surround,station_exit,side,10,5
792,centre,to_train,False,5,True,10,furthest,metro_platform,main,3,5
793,centre,to_train,False,5,True,10,furthest,metro_platform,main,5,5
794,centre,to_train,False,5,True,10,furthest,metro_platform,main,10,5
795,centre,to_train,False,5,True,10,furthest,metro_platform,side,3,5
796,centre,to_train,False,5,True,10,furthest,metro_platform,side,5,5
797,centre,to_train,False,5,True,10,furthest,metro_platform,side,10,5
798,centre,to_train,False,5,True,10,furthest,station_exit,main,3,5
799,centre,to_train,False,5,True,10,furthest,station_exit,main,5,5
800,centre,to_train,False,5,True,10,furthest,station_exit,main,10,5
801,centre,to_train,False,5,True,10,furthest,station_exit,side,3,5
802,centre,to_train,False,5,True,10,furthest,station_exit,side,5,5
803,centre,to_train,False,5,True,10,furthest,station_exit,side,10,5
804,centre,to_train,False,5,True,10,largest,metro_platform,main,3,5
805,centre,to_train,False,5,True,10,largest,metro_platform,main,5,5
806,centre,to_train,False,5,True,10,largest,metro_platform,main,10,5
807,centre,to_train,False,5,True,10,largest,metro_platform,side,3,5
808,centre,to_train,False,5,True,10,largest,metro_platform,side,5,5
809,centre,to_train,False,5,True,10,largest,metro_platform,side,10,5
810,centre,to_train,False,5,True,10,largest,station_exit,main,3,5
811,centre,to_train,False,5,True,10,largest,station_exit,main,5,5
812,centre,to_train,False,5,True,10,largest,station_exit,main,10,5
813,centre,to_train,False,5,True,10,largest,station_exit,side,3,5
814,centre,to_train,False,5,True,10,largest,station_exit,side,5,5
815,centre,to_train,False,5,True,10,largest,station_exit,side,10,5
816,centre,to_train,False,5,True,10,surround,metro_platform,main,3,5
817,centre,to_train,False,5,True,10,surround,metro_platform,main,5,5
818,centre,to_train,False,5,True,10,surround,metro_platform,main,10,5
819,centre,to_train,False,5,True,10,surround,metro_platform,side,3,5
820,centre,to_train,False,5,True,10,surround,metro_platform,side,5,5
821,centre,to_train,False,5,True,10,surround,metro_platform,side,10,5
822,centre,to_train,False,5,True,10,surround,station_exit,main,3,5
823,centre,to_train,False,5,True,10,surround,station_exit,main,5,5
824,centre,to_train,False,5,True,10,surround,station_exit,main,10,5
825,centre,to_train,False,5,True,10,surround,station_exit,side,3,5
826,centre,to_train,False,5,True,10,surround,station_exit,side,5,5
827,centre,to_train,False,5,True,10,surround,station_exit,side,10,5
828,centre,to_train,False,5,False,10,furthest,metro_platform,main,3,5
829,centre,to_train,False,5,False,10,furthest,metro_platform,main,5,5
830,centre,to_train,False,5,False,10,furthest,metro_platform,main,10,5
831,centre,to_train,False,5,False,10,furthest,metro_platform,side,3,5
832,centre,to_train,False,5,False,10,furthest,metro_platform,side,5,5
833,centre,to_train,False,5,False,10,furthest,metro_platform,side,10,5
834,centre,to_train,False,5,False,10,furthest,station_exit,main,3,5
835,centre,to_train,False,5,False,10,furthest,station_exit,main,5,5
836,centre,to_train,False,5,False,10,furthest,station_exit,main,10,5
837,centre,to_train,False,5,False,10,furthest,station_exit,side,3,5
838,centre,to_train,False,5,False,10,furthest,station_exit,side,5,5
839,centre,to_train,False,5,False,10,furthest,station_exit,side,10,5
840,centre,to_train,False,5,False,10,largest,metro_platform,main,3,5
841,centre,to_train,False,5,False,10,largest,metro_platform,main,5,5
842,centre,to_train,False,5,False,10,largest,metro_platform,main,10,5
843,centre,to_train,False,5,False,10,largest,metro_platform,side,3,5
844,centre,to_train,False,5,False,10,largest,metro_platform,side,5,5
845,centre,to_train,False,5,False,10,largest,metro_platform,side,10,5
846,centre,to_train,False,5,False,10,largest,station_exit,main,3,5
847,centre,to_train,False,5,False,10,largest,station_exit,main,5,5
848,centre,to_train,False,5,False,10,largest,station_exit,main,10,5
849,centre,to_train,False,5,False,10,largest,station_exit,side,3,5
850,centre,to_train,False,5,False,10,largest,station_exit,side,5,5
851,centre,to_train,False,5,False,10,largest,station_exit,side,10,5
852,centre,to_train,False,5,False,10,surround,metro_platform,main,3,5
853,centre,to_train,False,5,False,10,surround,metro_platform,main,5,5
854,centre,to_train,False,5,False,10,surround,metro_platform,main,10,5
855,centre,to_train,False,5,False,10,surround,metro_platform,side,3,5
856,centre,to_train,False,5,False,10,surround,metro_platform,side,5,5
857,centre,to_train,False,5,False,10,surround,metro_platform,side,10,5
858,centre,to_train,False,5,False,10,surround,station_exit,main,3,5
859,centre,to_train,False,5,False,10,surround,station_exit,main,5,5
860,centre,to_train,False,5,False,10,surround,station_exit,main,10,5
861,centre,to_train,False,5,False,10,surround,station_exit,side,3,5
862,centre,to_train,False,5,False,10,surround,station_exit,side,5,5
863,centre,to_train,False,5,False,10,surround,station_exit,side,10,5
864,centre,furthest,True,1,True,10,furthest,metro_platform,main,3,5
865,centre,furthest,True,1,True,10,furthest,metro_platform,main,5,5
866,centre,furthest,True,1,True,10,furthest,metro_platform,main,10,5
867,centre,furthest,True,1,True,10,furthest,metro_platform,side,3,5
868,centre,furthest,True,1,True,10,furthest,metro_platform,side,5,5
869,centre,furthest,True,1,True,10,furthest,metro_platform,side,10,5
870,centre,furthest,True,1,True,10,furthest,station_exit,main,3,5
871,centre,furthest,True,1,True,10,furthest,station_exit,main,5,5
872,centre,furthest,True,1,True,10,furthest,station_exit,main,10,5
873,centre,furthest,True,1,True,10,furthest,station_exit,side,3,5
874,centre,furthest,True,1,True,10,furthest,station_exit,side,5,5
875,centre,furthest,True,1,True,10,furthest,station_exit,side,10,5
876,centre,furthest,True,1,True,10,largest,metro_platform,main,3,5
877,centre,furthest,True,1,True,10,largest,metro_platform,main,5,5
878,centre,furthest,True,1,True,10,largest,metro_platform,main,10,5
879,centre,furthest,True,1,True,10,largest,metro_platform,side,3,5
880,centre,furthest,True,1,True,10,largest,metro_platform,side,5,5
881,centre,furthest,True,1,True,10,largest,metro_platform,side,10,5
882,centre,furthest,True,1,True,10,largest,station_exit,main,3,5
883,centre,furthest,True,1,True,10,largest,station_exit,main,5,5
884,centre,furthest,True,1,True,10,largest,station_exit,main,10,5
885,centre,furthest,True,1,True,10,largest,station_exit,side,3,5
886,centre,furthest,True,1,True,10,largest,station_exit,side,5,5
887,centre,furthest,True,1,True,10,largest,station_exit,side,10,5
888,centre,furthest,True,1,True,10,surround,metro_platform,main,3,5
889,centre,furthest,True,1,True,10,surround,metro_platform,main,5,5
890,centre,furthest,True,1,True,10,surround,metro_platform,main,10,5
891,centre,furthest,True,1,True,10,surround,metro_platform,side,3,5
892,centre,furthest,True,1,True,10,surround,metro_platform,side,5,5
893,centre,furthest,True,1,True,10,surround,metro_platform,side,10,5
894,centre,furthest,True,1,True,10,surround,station_exit,main,3,5
895,centre,furthest,True,1,True,10,surround,station_exit,main,5,5
896,centre,furthest,True,1,True,10,surround,station_exit,main,10,5
897,centre,furthest,True,1,True,10,surround,station_exit,side,3,5
898,centre,furthest,True,1,True,10,surround,station_exit,side,5,5
899,centre,furthest,True,1,True,10,surround,station_exit,side,10,5
900,centre,furthest,True,1,False,10,furthest,metro_platform,main,3,5
901,centre,furthest,True,1,False,10,furthest,metro_platform,main,5,5
902,centre,furthest,True,1,False,10,furthest,metro_platform,main,10,5
903,centre,furthest,True,1,False,10,furthest,metro_platform,side,3,5
904,centre,furthest,True,1,False,10,furthest,metro_platform,side,5,5
905,centre,furthest,True,1,False,10,furthest,metro_platform,side,10,5
906,centre,furthest,True,1,False,10,furthest,station_exit,main,3,5
907,centre,furthest,True,1,False,10,furthest,station_exit,main,5,5
908,centre,furthest,True,1,False,10,furthest,station_exit,main,10,5
909,centre,furthest,True,1,False,10,furthest,station_exit,side,3,5
910,centre,furthest,True,1,False,10,furthest,station_exit,side,5,5
911,centre,furthest,True,1,False,10,furthest,station_exit,side,10,5
912,centre,furthest,True,1,False,10,largest,metro_platform,main,3,5
913,centre,furthest,True,1,False,10,largest,metro_platform,main,5,5
914,centre,furthest,True,1,False,10,largest,metro_platform,main,10,5
915,centre,furthest,True,1,False,10,largest,metro_platform,side,3,5
916,centre,furthest,True,1,False,10,largest,metro_platform,side,5,5
917,centre,furthest,True,1,False,10,largest,metro_platform,side,10,5
918,centre,furthest,True,1,False,10,largest,station_exit,main,3,5
919,centre,furthest,True,1,False,10,largest,station_exit,main,5,5
920,centre,furthest,True,1,False,10,largest,station_exit,main,10,5
921,centre,furthest,True,1,False,10,largest,station_exit,side,3,5
922,centre,furthest,True,1,False,10,largest,station_exit,side,5,5
923,centre,furthest,True,1,False,10,largest,station_exit,side,10,5
924,centre,furthest,True,1,False,10,surround,metro_platform,main,3,5
925,centre,furthest,True,1,False,10,surround,metro_platform,main,5,5
926,centre,furthest,True,1,False,10,surround,metro_platform,main,10,5
927,centre,furthest,True,1,False,10,surround,metro_platform,side,3,5
928,centre,furthest,True,1,False,10,surround,metro_platform,side,5,5
929,centre,furthest,True,1,False,10,surround,metro_platform,side,10,5
930,centre,furthest,True,1,False,10,surround,station_exit,main,3,5
931,centre,furthest,True,1,False,10,surround,station_exit,main,5,5
932,centre,furthest,True,1,False,10,surround,station_exit,main,10,5
933,centre,furthest,True,1,False,10,surround,station_exit,side,3,5
934,centre,furthest,True,1,False,10,surround,station_exit,side,5,5
935,centre,furthest,True,1,False,10,surround,station_exit,side,10,5
936,centre,furthest,True,3,True,10,furthest,metro_platform,main,3,5
937,centre,furthest,True,3,True,10,furthest,metro_platform,main,5,5
938,centre,furthest,True,3,True,10,furthest,metro_platform,main,10,5
939,centre,furthest,True,3,True,10,furthest,metro_platform,side,3,5
940,centre,furthest,True,3,True,10,furthest,metro_platform,side,5,5
941,centre,furthest,True,3,True,10,furthest,metro_platform,side,10,5
942,centre,furthest,True,3,True,10,furthest,station_exit,main,3,5
943,centre,furthest,True,3,True,10,furthest,station_exit,main,5,5
944,centre,furthest,True,3,True,10,furthest,station_exit,main,10,5
945,centre,furthest,True,3,True,10,furthest,station_exit,side,3,5
946,centre,furthest,True,3,True,10,furthest,station_exit,side,5,5
947,centre,furthest,True,3,True,10,furthest,station_exit,side,10,5
948,centre,furthest,True,3,True,10,largest,metro_platform,main,3,5
949,centre,furthest,True,3,True,10,largest,metro_platform,main,5,5
950,centre,furthest,True,3,True,10,largest,metro_platform,main,10,5
951,centre,furthest,True,3,True,10,largest,metro_platform,side,3,5
952,centre,furthest,True,3,True,10,largest,metro_platform,side,5,5
953,centre,furthest,True,3,True,10,largest,metro_platform,side,10,5
954,centre,furthest,True,3,True,10,largest,station_exit,main,3,5
955,centre,furthest,True,3,True,10,largest,station_exit,main,5,5
956,centre,furthest,True,3,True,10,largest,station_exit,main,10,5
957,centre,furthest,True,3,True,10,largest,station_exit,side,3,5
958,centre,furthest,True,3,True,10,largest,station_exit,side,5,5
959,centre,furthest,True,3,True,10,largest,station_exit,side,10,5
960,centre,furthest,True,3,True,10,surround,metro_platform,main,3,5
961,centre,furthest,True,3,True,10,surround,metro_platform,main,5,5
962,centre,furthest,True,3,True,10,surround,metro_platform,main,10,5
963,centre,furthest,True,3,True,10,surround,metro_platform,side,3,5
964,centre,furthest,True,3,True,10,surround,metro_platform,side,5,5
965,centre,furthest,True,3,True,10,surround,metro_platform,side,10,5
966,centre,furthest,True,3,True,10,surround,station_exit,main,3,5
967,centre,furthest,True,3,True,10,surround,station_exit,main,5,5
968,centre,furthest,True,3,True,10,surround,station_exit,main,10,5
969,centre,furthest,True,3,True,10,surround,station_exit,side,3,5
970,centre,furthest,True,3,True,10,surround,station_exit,side,5,5
971,centre,furthest,True,3,True,10,surround,station_exit,side,10,5
972,centre,furthest,True,3,False,10,furthest,metro_platform,main,3,5
973,centre,furthest,True,3,False,10,furthest,metro_platform,main,5,5
974,centre,furthest,True,3,False,10,furthest,metro_platform,main,10,5
975,centre,furthest,True,3,False,10,furthest,metro_platform,side,3,5
976,centre,furthest,True,3,False,10,furthest,metro_platform,side,5,5
977,centre,furthest,True,3,False,10,furthest,metro_platform,side,10,5
978,centre,furthest,True,3,False,10,furthest,station_exit,main,3,5
979,centre,furthest,True,3,False,10,furthest,station_exit,main,5,5
980,centre,furthest,True,3,False,10,furthest,station_exit,main,10,5
981,centre,furthest,True,3,False,10,furthest,station_exit,side,3,5
982,centre,furthest,True,3,False,10,furthest,station_exit,side,5,5
983,centre,furthest,True,3,False,10,furthest,station_exit,side,10,5
984,centre,furthest,True,3,False,10,largest,metro_platform,main,3,5
985,centre,furthest,True,3,False,10,largest,metro_platform,main,5,5
986,centre,furthest,True,3,False,10,largest,metro_platform,main,10,5
987,centre,furthest,True,3,False,10,largest,metro_platform,side,3,5
988,centre,furthest,True,3,False,10,largest,metro_platform,side,5,5
989,centre,furthest,True,3,False,10,largest,metro_platform,side,10,5
990,centre,furthest,True,3,False,10,largest,station_exit,main,3,5
991,centre,furthest,True,3,False,10,largest,station_exit,main,5,5
992,centre,furthest,True,3,False,10,largest,station_exit,main,10,5
993,centre,furthest,True,3,False,10,largest,station_exit,side,3,5
994,centre,furthest,True,3,False,10,largest,station_exit,side,5,5
995,centre,furthest,True,3,False,10,largest,station_exit,side,10,5
996,centre,furthest,True,3,False,10,surround,metro_platform,main,3,5
997,centre,furthest,True,3,False,10,surround,metro_platform,main,5,5
998,centre,furthest,True,3,False,10,surround,metro_platform,main,10,5
999,centre,furthest,True,3,False,10,surround,metro_platform,side,3,5
1000,centre,furthest,True,3,False,10,surround,metro_platform,side,5,5
1001,centre,furthest,True,3,False,10,surround,metro_platform,side,10,5
1002,centre,furthest,True,3,False,10,surround,station_exit,main,3,5
1003,centre,furthest,True,3,False,10,surround,station_exit,main,5,5
1004,centre,furthest,True,3,False,10,surround,station_exit,main,10,5
1005,centre,furthest,True,3,False,10,surround,station_exit,side,3,5
1006,centre,furthest,True,3,False,10,surround,station_exit,side,5,5
1007,centre,furthest,True,3,False,10,surround,station_exit,side,10,5
1008,centre,furthest,True,5,True,10,furthest,metro_platform,main,3,5
1009,centre,furthest,True,5,True,10,furthest,metro_platform,main,5,5
1010,centre,furthest,True,5,True,10,furthest,metro_platform,main,10,5
1011,centre,furthest,True,5,True,10,furthest,metro_platform,side,3,5
1012,centre,furthest,True,5,True,10,furthest,metro_platform,side,5,5
1013,centre,furthest,True,5,True,10,furthest,metro_platform,side,10,5
1014,centre,furthest,True,5,True,10,furthest,station_exit,main,3,5
1015,centre,furthest,True,5,True,10,furthest,station_exit,main,5,5
1016,centre,furthest,True,5,True,10,furthest,station_exit,main,10,5
1017,centre,furthest,True,5,True,10,furthest,station_exit,side,3,5
1018,centre,furthest,True,5,True,10,furthest,station_exit,side,5,5
1019,centre,furthest,True,5,True,10,furthest,station_exit,side,10,5
1020,centre,furthest,True,5,True,10,largest,metro_platform,main,3,5
1021,centre,furthest,True,5,True,10,largest,metro_platform,main,5,5
1022,centre,furthest,True,5,True,10,largest,metro_platform,main,10,5
1023,centre,furthest,True,5,True,10,largest,metro_platform,side,3,5
1024,centre,furthest,True,5,True,10,largest,metro_platform,side,5,5
1025,centre,furthest,True,5,True,10,largest,metro_platform,side,10,5
1026,centre,furthest,True,5,True,10,largest,station_exit,main,3,5
1027,centre,furthest,True,5,True,10,largest,station_exit,main,5,5
1028,centre,furthest,True,5,True,10,largest,station_exit,main,10,5
1029,centre,furthest,True,5,True,10,largest,station_exit,side,3,5
1030,centre,furthest,True,5,True,10,largest,station_exit,side,5,5
1031,centre,furthest,True,5,True,10,largest,station_exit,side,10,5
1032,centre,furthest,True,5,True,10,surround,metro_platform,main,3,5
1033,centre,furthest,True,5,True,10,surround,metro_platform,main,5,5
1034,centre,furthest,True,5,True,10,surround,metro_platform,main,10,5
1035,centre,furthest,True,5,True,10,surround,metro_platform,side,3,5
1036,centre,furthest,True,5,True,10,surround,metro_platform,side,5,5
1037,centre,furthest,True,5,True,10,surround,metro_platform,side,10,5
1038,centre,furthest,True,5,True,10,surround,station_exit,main,3,5
1039,centre,furthest,True,5,True,10,surround,station_exit,main,5,5
1040,centre,furthest,True,5,True,10,surround,station_exit,main,10,5
1041,centre,furthest,True,5,True,10,surround,station_exit,side,3,5
1042,centre,furthest,True,5,True,10,surround,station_exit,side,5,5
1043,centre,furthest,True,5,True,10,surround,station_exit,side,10,5
1044,centre,furthest,True,5,False,10,furthest,metro_platform,main,3,5
1045,centre,furthest,True,5,False,10,furthest,metro_platform,main,5,5
1046,centre,furthest,True,5,False,10,furthest,metro_platform,main,10,5
1047,centre,furthest,True,5,False,10,furthest,metro_platform,side,3,5
1048,centre,furthest,True,5,False,10,furthest,metro_platform,side,5,5
1049,centre,furthest,True,5,False,10,furthest,metro_platform,side,10,5
1050,centre,furthest,True,5,False,10,furthest,station_exit,main,3,5
1051,centre,furthest,True,5,False,10,furthest,station_exit,main,5,5
1052,centre,furthest,True,5,False,10,furthest,station_exit,main,10,5
1053,centre,furthest,True,5,False,10,furthest,station_exit,side,3,5
1054,centre,furthest,True,5,False,10,furthest,station_exit,side,5,5
1055,centre,furthest,True,5,False,10,furthest,station_exit,side,10,5
1056,centre,furthest,True,5,False,10,largest,metro_platform,main,3,5
1057,centre,furthest,True,5,False,10,largest,metro_platform,main,5,5
1058,centre,furthest,True,5,False,10,largest,metro_platform,main,10,5
1059,centre,furthest,True,5,False,10,largest,metro_platform,side,3,5
1060,centre,furthest,True,5,False,10,largest,metro_platform,side,5,5
1061,centre,furthest,True,5,False,10,largest,metro_platform,side,10,5
1062,centre,furthest,True,5,False,10,largest,station_exit,main,3,5
1063,centre,furthest,True,5,False,10,largest,station_exit,main,5,5
1064,centre,furthest,True,5,False,10,largest,station_exit,main,10,5
1065,centre,furthest,True,5,False,10,largest,station_exit,side,3,5
1066,centre,furthest,True,5,False,10,largest,station_exit,side,5,5
1067,centre,furthest,True,5,False,10,largest,station_exit,side,10,5
1068,centre,furthest,True,5,False,10,surround,metro_platform,main,3,5
1069,centre,furthest,True,5,False,10,surround,metro_platform,main,5,5
1070,centre,furthest,True,5,False,10,surround,metro_platform,main,10,5
1071,centre,furthest,True,5,False,10,surround,metro_platform,side,3,5
1072,centre,furthest,True,5,False,10,surround,metro_platform,side,5,5
1073,centre,furthest,True,5,False,10,surround,metro_platform,side,10,5
1074,centre,furthest,True,5,False,10,surround,station_exit,main,3,5
1075,centre,furthest,True,5,False,10,surround,station_exit,main,5,5
1076,centre,furthest,True,5,False,10,surround,station_exit,main,10,5
1077,centre,furthest,True,5,False,10,surround,station_exit,side,3,5
1078,centre,furthest,True,5,False,10,surround,station_exit,side,5,5
1079,centre,furthest,True,5,False,10,surround,station_exit,side,10,5
1080,centre,furthest,False,1,True,10,furthest,metro_platform,main,3,5
1081,centre,furthest,False,1,True,10,furthest,metro_platform,main,5,5
1082,centre,furthest,False,1,True,10,furthest,metro_platform,main,10,5
1083,centre,furthest,False,1,True,10,furthest,metro_platform,side,3,5
1084,centre,furthest,False,1,True,10,furthest,metro_platform,side,5,5
1085,centre,furthest,False,1,True,10,furthest,metro_platform,side,10,5
1086,centre,furthest,False,1,True,10,furthest,station_exit,main,3,5
1087,centre,furthest,False,1,True,10,furthest,station_exit,main,5,5
1088,centre,furthest,False,1,True,10,furthest,station_exit,main,10,5
1089,centre,furthest,False,1,True,10,furthest,station_exit,side,3,5
1090,centre,furthest,False,1,True,10,furthest,station_exit,side,5,5
1091,centre,furthest,False,1,True,10,furthest,station_exit,side,10,5
1092,centre,furthest,False,1,True,10,largest,metro_platform,main,3,5
1093,centre,furthest,False,1,True,10,largest,metro_platform,main,5,5
1094,centre,furthest,False,1,True,10,largest,metro_platform,main,10,5
1095,centre,furthest,False,1,True,10,largest,metro_platform,side,3,5
1096,centre,furthest,False,1,True,10,largest,metro_platform,side,5,5
1097,centre,furthest,False,1,True,10,largest,metro_platform,side,10,5
1098,centre,furthest,False,1,True,10,largest,station_exit,main,3,5
1099,centre,furthest,False,1,True,10,largest,station_exit,main,5,5
1100,centre,furthest,False,1,True,10,largest,station_exit,main,10,5
1101,centre,furthest,False,1,True,10,largest,station_exit,side,3,5
1102,centre,furthest,False,1,True,10,largest,station_exit,side,5,5
1103,centre,furthest,False,1,True,10,largest,station_exit,side,10,5
1104,centre,furthest,False,1,True,10,surround,metro_platform,main,3,5
1105,centre,furthest,False,1,True,10,surround,metro_platform,main,5,5
1106,centre,furthest,False,1,True,10,surround,metro_platform,main,10,5
1107,centre,furthest,False,1,True,10,surround,metro_platform,side,3,5
1108,centre,furthest,False,1,True,10,surround,metro_platform,side,5,5
1109,centre,furthest,False,1,True,10,surround,metro_platform,side,10,5
1110,centre,furthest,False,1,True,10,surround,station_exit,main,3,5
1111,centre,furthest,False,1,True,10,surround,station_exit,main,5,5
1112,centre,furthest,False,1,True,10,surround,station_exit,main,10,5
1113,centre,furthest,False,1,True,10,surround,station_exit,side,3,5
1114,centre,furthest,False,1,True,10,surround,station_exit,side,5,5
1115,centre,furthest,False,1,True,10,surround,station_exit,side,10,5
1116,centre,furthest,False,1,False,10,furthest,metro_platform,main,3,5
1117,centre,furthest,False,1,False,10,furthest,metro_platform,main,5,5
1118,centre,furthest,False,1,False,10,furthest,metro_platform,main,10,5
1119,centre,furthest,False,1,False,10,furthest,metro_platform,side,3,5
1120,centre,furthest,False,1,False,10,furthest,metro_platform,side,5,5
1121,centre,furthest,False,1,False,10,furthest,metro_platform,side,10,5
1122,centre,furthest,False,1,False,10,furthest,station_exit,main,3,5
1123,centre,furthest,False,1,False,10,furthest,station_exit,main,5,5
1124,centre,furthest,False,1,False,10,furthest,station_exit,main,10,5
1125,centre,furthest,False,1,False,10,furthest,station_exit,side,3,5
1126,centre,furthest,False,1,False,10,furthest,station_exit,side,5,5
1127,centre,furthest,False,1,False,10,furthest,station_exit,side,10,5
1128,centre,furthest,False,1,False,10,largest,metro_platform,main,3,5
1129,centre,furthest,False,1,False,10,largest,metro_platform,main,5,5
1130,centre,furthest,False,1,False,10,largest,metro_platform,main,10,5
1131,centre,furthest,False,1,False,10,largest,metro_platform,side,3,5
1132,centre,furthest,False,1,False,10,largest,metro_platform,side,5,5
1133,centre,furthest,False,1,False,10,largest,metro_platform,side,10,5
1134,centre,furthest,False,1,False,10,largest,station_exit,main,3,5
1135,centre,furthest,False,1,False,10,largest,station_exit,main,5,5
1136,centre,furthest,False,1,False,10,largest,station_exit,main,10,5
1137,centre,furthest,False,1,False,10,largest,station_exit,side,3,5
1138,centre,furthest,False,1,False,10,largest,station_exit,side,5,5
1139,centre,furthest,False,1,False,10,largest,station_exit,side,10,5
1140,centre,furthest,False,1,False,10,surround,metro_platform,main,3,5
1141,centre,furthest,False,1,False,10,surround,metro_platform,main,5,5
1142,centre,furthest,False,1,False,10,surround,metro_platform,main,10,5
1143,centre,furthest,False,1,False,10,surround,metro_platform,side,3,5
1144,centre,furthest,False,1,False,10,surround,metro_platform,side,5,5
1145,centre,furthest,False,1,False,10,surround,metro_platform,side,10,5
1146,centre,furthest,False,1,False,10,surround,station_exit,main,3,5
1147,centre,furthest,False,1,False,10,surround,station_exit,main,5,5
1148,centre,furthest,False,1,False,10,surround,station_exit,main,10,5
1149,centre,furthest,False,1,False,10,surround,station_exit,side,3,5
1150,centre,furthest,False,1,False,10,surround,station_exit,side,5,5
1151,centre,furthest,False,1,False,10,surround,station_exit,side,10,5
1152,centre,furthest,False,3,True,10,furthest,metro_platform,main,3,5
1153,centre,furthest,False,3,True,10,furthest,metro_platform,main,5,5
1154,centre,furthest,False,3,True,10,furthest,metro_platform,main,10,5
1155,centre,furthest,False,3,True,10,furthest,metro_platform,side,3,5
1156,centre,furthest,False,3,True,10,furthest,metro_platform,side,5,5
1157,centre,furthest,False,3,True,10,furthest,metro_platform,side,10,5
1158,centre,furthest,False,3,True,10,furthest,station_exit,main,3,5
1159,centre,furthest,False,3,True,10,furthest,station_exit,main,5,5
1160,centre,furthest,False,3,True,10,furthest,station_exit,main,10,5
1161,centre,furthest,False,3,True,10,furthest,station_exit,side,3,5
1162,centre,furthest,False,3,True,10,furthest,station_exit,side,5,5
1163,centre,furthest,False,3,True,10,furthest,station_exit,side,10,5
1164,centre,furthest,False,3,True,10,largest,metro_platform,main,3,5
1165,centre,furthest,False,3,True,10,largest,metro_platform,main,5,5
1166,centre,furthest,False,3,True,10,largest,metro_platform,main,10,5
1167,centre,furthest,False,3,True,10,largest,metro_platform,side,3,5
1168,centre,furthest,False,3,True,10,largest,metro_platform,side,5,5
1169,centre,furthest,False,3,True,10,largest,metro_platform,side,10,5
1170,centre,furthest,False,3,True,10,largest,station_exit,main,3,5
1171,centre,furthest,False,3,True,10,largest,station_exit,main,5,5
1172,centre,furthest,False,3,True,10,largest,station_exit,main,10,5
1173,centre,furthest,False,3,True,10,largest,station_exit,side,3,5
1174,centre,furthest,False,3,True,10,largest,station_exit,side,5,5
1175,centre,furthest,False,3,True,10,largest,station_exit,side,10,5
1176,centre,furthest,False,3,True,10,surround,metro_platform,main,3,5
1177,centre,furthest,False,3,True,10,surround,metro_platform,main,5,5
1178,centre,furthest,False,3,True,10,surround,metro_platform,main,10,5
1179,centre,furthest,False,3,True,10,surround,metro_platform,side,3,5
1180,centre,furthest,False,3,True,10,surround,metro_platform,side,5,5
1181,centre,furthest,False,3,True,10,surround,metro_platform,side,10,5
1182,centre,furthest,False,3,True,10,surround,station_exit,main,3,5
1183,centre,furthest,False,3,True,10,surround,station_exit,main,5,5
1184,centre,furthest,False,3,True,10,surround,station_exit,main,10,5
1185,centre,furthest,False,3,True,10,surround,station_exit,side,3,5
1186,centre,furthest,False,3,True,10,surround,station_exit,side,5,5
1187,centre,furthest,False,3,True,10,surround,station_exit,side,10,5
1188,centre,furthest,False,3,False,10,furthest,metro_platform,main,3,5
1189,centre,furthest,False,3,False,10,furthest,metro_platform,main,5,5
1190,centre,furthest,False,3,False,10,furthest,metro_platform,main,10,5
1191,centre,furthest,False,3,False,10,furthest,metro_platform,side,3,5
1192,centre,furthest,False,3,False,10,furthest,metro_platform,side,5,5
