scenario,crim_pos,crim_strat,crim_bounded_rat,crim_max_diverge,pol_strat,pol_guarding,Police_entrance,units,P_multiple_at_station
456,one_line,random,True,10,surround,metro_platform,main,3,5
457,one_line,random,True,10,surround,metro_platform,main,5,5
458,one_line,random,True,10,surround,metro_platform,main,10,5
459,one_line,random,True,10,surround,metro_platform,side,3,5
460,one_line,random,True,10,surround,metro_platform,side,5,5
461,one_line,random,True,10,surround,metro_platform,side,10,5
462,one_line,random,True,10,surround,station_exit,main,3,5
463,one_line,random,True,10,surround,station_exit,main,5,5
464,one_line,random,True,10,surround,station_exit,main,10,5
465,one_line,random,True,10,surround,station_exit,side,3,5
466,one_line,random,True,10,surround,station_exit,side,5,5
467,one_line,random,True,10,surround,station_exit,side,10,5
468,one_line,random,False,10,furthest,metro_platform,main,3,5
469,one_line,random,False,10,furthest,metro_platform,main,5,5
470,one_line,random,False,10,furthest,metro_platform,main,10,5
471,one_line,random,False,10,furthest,metro_platform,side,3,5
472,one_line,random,False,10,furthest,metro_platform,side,5,5
473,one_line,random,False,10,furthest,metro_platform,side,10,5
474,one_line,random,False,10,furthest,station_exit,main,3,5
475,one_line,random,False,10,furthest,station_exit,main,5,5
476,one_line,random,False,10,furthest,station_exit,main,10,5
477,one_line,random,False,10,furthest,station_exit,side,3,5
478,one_line,random,False,10,furthest,station_exit,side,5,5
479,one_line,random,False,10,furthest,station_exit,side,10,5
480,one_line,random,False,10,largest,metro_platform,main,3,5
481,one_line,random,False,10,largest,metro_platform,main,5,5
482,one_line,random,False,10,largest,metro_platform,main,10,5
483,one_line,random,False,10,largest,metro_platform,side,3,5
484,one_line,random,False,10,largest,metro_platform,side,5,5
485,one_line,random,False,10,largest,metro_platform,side,10,5
486,one_line,random,False,10,largest,station_exit,main,3,5
487,one_line,random,False,10,largest,station_exit,main,5,5
488,one_line,random,False,10,largest,station_exit,main,10,5
489,one_line,random,False,10,largest,station_exit,side,3,5
490,one_line,random,False,10,largest,station_exit,side,5,5
491,one_line,random,False,10,largest,station_exit,side,10,5
492,one_line,random,False,10,surround,metro_platform,main,3,5
493,one_line,random,False,10,surround,metro_platform,main,5,5
494,one_line,random,False,10,surround,metro_platform,main,10,5
495,one_line,random,False,10,surround,metro_platform,side,3,5
496,one_line,random,False,10,surround,metro_platform,side,5,5
497,one_line,random,False,10,surround,metro_platform,side,10,5
498,one_line,random,False,10,surround,station_exit,main,3,5
499,one_line,random,False,10,surround,station_exit,main,5,5
500,one_line,random,False,10,surround,station_exit,main,10,5
501,one_line,random,False,10,surround,station_exit,side,3,5
502,one_line,random,False,10,surround,station_exit,side,5,5
503,one_line,random,False,10,surround,station_exit,side,10,5
504,one_line,to_train,True,10,furthest,metro_platform,main,3,5
505,one_line,to_train,True,10,furthest,metro_platform,main,5,5
506,one_line,to_train,True,10,furthest,metro_platform,main,10,5
507,one_line,to_train,True,10,furthest,metro_platform,side,3,5
508,one_line,to_train,True,10,furthest,metro_platform,side,5,5
509,one_line,to_train,True,10,furthest,metro_platform,side,10,5
510,one_line,to_train,True,10,furthest,station_exit,main,3,5
